,per_res_bf,per_res_gfp,per_back_bf,per_back_gfp,im1_name,im2_name,per_sus_bf,per_sus_gfp,per_sus_combo,per_res_combo,per_back_combo
0,0.9904761904761905,1.0,0.990386962890625,0.98199462890625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x000.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x000.y000.png,0.0,0.0,0.0,,1.0
1,0.9871345029239766,1.0,0.9869537353515625,0.9817657470703125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x000.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x000.y256.png,0.0,0.0,0.0,1.0,0.9991912841796875
2,0.9172033118675254,1.0,0.9834136962890625,0.982452392578125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x000.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x000.y512.png,0.0,0.0,0.0,1.0,0.9977264404296875
3,0.9229480737018425,1.0,0.981781005859375,0.982147216796875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x000.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x000.y768.png,0.0,0.0,0.0,1.0,0.99822998046875
4,1.0,1.0,0.98699951171875,0.99993896484375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x256.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x256.y000.png,0.0,0.0,0.0,,1.0
5,1.0,1.0,0.9781036376953125,0.9989776611328125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x256.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x256.y256.png,0.0,0.0,0.0,1.0,0.99884033203125
6,0.8657074340527577,1.0,0.9936370849609375,0.9999237060546875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x256.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x256.y512.png,0.0,0.0,0.0,1.0,0.9998931884765625
7,0.8079710144927537,1.0,0.9915771484375,0.9996490478515625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x256.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x256.y768.png,0.0,0.0,0.0,1.0,0.9997711181640625
8,0.987012987012987,1.0,0.9870758056640625,0.9996337890625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x512.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x512.y000.png,0.0,0.0,0.0,1.0,0.99969482421875
9,0.7814854682454252,1.0,0.9858245849609375,0.99835205078125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x512.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x512.y256.png,0.0,0.0,0.0,1.0,0.9976043701171875
10,0.976905311778291,1.0,0.9933929443359375,0.9992523193359375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x512.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x512.y512.png,0.0,0.0,0.0,,1.0
11,0.9470338983050848,1.0,0.9927978515625,0.99932861328125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x512.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x512.y768.png,0.0,0.0,0.0,,1.0
12,0.9520697167755992,1.0,0.985992431640625,0.98846435546875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x768.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x768.y000.png,0.0,0.0,0.0,1.0,0.9960784912109375
13,0.9136960600375235,1.0,0.983734130859375,0.986297607421875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x768.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x768.y256.png,0.0,0.0,0.0,1.0,0.9943084716796875
14,0.931129476584022,1.0,0.988922119140625,0.993927001953125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x768.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x768.y512.png,0.0,0.0,0.0,1.0,0.9995880126953125
15,0.8432835820895522,1.0,0.98773193359375,0.9937286376953125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(0 - 1).png.x768.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(0 - 1).png.x768.y768.png,0.0,0.0,0.0,1.0,0.9995880126953125
16,0.001682085786375105,1.0,0.9818572998046875,0.980621337890625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x000.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x000.y000.png,0.0,0.0,0.0,,1.0
17,0.012333965844402278,1.0,0.983917236328125,0.982940673828125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x000.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x000.y256.png,0.0,0.0,0.0,,1.0
18,0.0,1.0,0.9789581298828125,0.9794464111328125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x000.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x000.y512.png,0.0,0.0,0.0,0.7894736842105263,0.9991302490234375
19,0.008620689655172414,1.0,0.97344970703125,0.9825592041015625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x000.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x000.y768.png,0.0,0.0,0.0,0.7209302325581395,0.9993438720703125
20,0.010464355788096796,1.0,0.9766693115234375,0.9975128173828125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x256.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x256.y000.png,0.0,0.0,0.0,,1.0
21,0.0,1.0,0.9503936767578125,0.9952392578125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x256.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x256.y256.png,0.0,0.0,0.0,,1.0
22,0.0,1.0,0.9924774169921875,0.9946746826171875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x256.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x256.y512.png,0.0,0.0,0.0,1.0,0.9992523193359375
23,0.0,1.0,0.99066162109375,0.9931182861328125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x256.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x256.y768.png,0.0,0.0,0.0,1.0,0.999664306640625
24,0.0,1.0,0.9713592529296875,0.996307373046875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x512.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x512.y000.png,0.0,0.0,0.0,1.0,0.9990692138671875
25,0.005082592121982211,1.0,0.975982666015625,0.991973876953125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x512.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x512.y256.png,0.0,0.0,0.0,0.0,0.997467041015625
26,0.0,1.0,0.9890899658203125,0.9975738525390625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x512.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x512.y512.png,0.0,0.0,0.0,,1.0
27,0.053061224489795916,1.0,0.98504638671875,0.99786376953125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x512.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x512.y768.png,0.0,0.0,0.0,,1.0
28,0.0,1.0,0.9731597900390625,0.9825897216796875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x768.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x768.y000.png,0.0,0.0,0.0,1.0,0.999237060546875
29,0.05066815144766147,1.0,0.97259521484375,0.9845733642578125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x768.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x768.y256.png,0.0,0.0,0.0,0.8713450292397661,0.994781494140625
30,0.017685699848408287,1.0,0.9698028564453125,0.9924774169921875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x768.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x768.y512.png,0.0,0.0,0.0,0.944954128440367,0.996673583984375
31,0.050515463917525774,1.0,0.97039794921875,0.9884185791015625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x768.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x768.y768.png,0.0,0.0,0.0,0.9523809523809523,0.9958343505859375
32,0.0,1.0,0.9671478271484375,0.985595703125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x000.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x000.y000.png,0.0,0.0,0.0,1.0,0.998748779296875
33,0.0,1.0,0.985107421875,0.9830169677734375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x000.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x000.y256.png,0.0,0.0,0.0,1.0,0.99847412109375
